text,intent,sentiment
"halo kepo bgt sm bajunya nya, gak nyesel asli. ukuran XL ready?",inquiry,positive
"ass kepo bgt sm pesanannya nya, luar biasa asli. ukuran XL ready?",inquiry,positive
"pengen nanya min krn barang snih recommended semua, yg warna merah bisa kirim hari nih?",inquiry,positive
"pengen nanya min krn barang sini the best semua, yg warna merah ready?",inquiry,positive
sis paketnya yg mantul nih ada?,inquiry,positive
min model yg puas bgt kemaren itu bisa?,inquiry,positive
"naksir bgt liat barangnya bintang 5, masih bisa?",inquiry,positive
pagi barangnya yg keren bgt ini bisa kirim hari ini?,inquiry,positive
min model yg the best kemaren itu bisa kirim hari ini?,inquiry,positive
"pengen nanya min krn barang snih gak nyesel semua, yg warna merah masih?",inquiry,positive
"naksir bgt liat bajunya bagus banget, masih ready?",inquiry,positive
"naksir bgt liat barangnya recommended, masih masih?",inquiry,positive
sis bajunya yg keren bgt nih bisa kirim hari nih?,inquiry,positive
"naksir bgt liat bajunya bintang 5, masih masih?",inquiry,positive
"naksir bgt liat barangnya top markotop, masih bisa?",inquiry,positive
kakak bajunya yg keren bgt ini bisa kirim hari ini?,inquiry,positive
"naksir bgt liat produknya mantul, masih bisa?",inquiry,positive
sis paketnya yg cakep bener ini bisa?,inquiry,positive
"ngab kepo bgt sm paketnya nya, gak nyesel asli. ukuran XL ready stock?",inquiry,positive
"kakak kepo bgt sm paketnya nya, luar biasa asli. ukuran XL masih?",inquiry,positive
"ass kepo bgt sm produknya nya, mantul asli. ukuran XL ada?",inquiry,positive
"ass kepo bgt sm paketnya nya, mantul asli. ukuran XL ready?",inquiry,positive
"pengen nanya min krn barang snih puas bgt semua, yg warna merah bisa kirim hari nih?",inquiry,positive
ngab bajunya yg kece parah ini masih?,inquiry,positive
sis produknya yg luar biasa nih bisa kirim hari nih?,inquiry,positive
min model yg gak nyesel kemaren itu bisa?,inquiry,positive
"assalamualaikum kepo bgt sm produknya nya, keren bgt asli. ukuran XL bisa kirim hari ini?",inquiry,positive
min model yg kece parah kemaren itu bisa?,inquiry,positive
min model yg bintang 5 kemaren itu bisa kirim hari ini?,inquiry,positive
"halo min kepo bgt sm produknya nya, kece parah asli. ukuran XL ada?",inquiry,positive
min model yg mantep kemaren itu ready stock?,inquiry,positive
min model yg recommended kemaren itu masih?,inquiry,positive
"assalamualaikum kepo bgt sm bajunya nya, mantul asli. ukuran XL ada?",inquiry,positive
"pengen nanya min krn barang sini bintang 5 semua, yg warna merah masih?",inquiry,positive
"kakak kepo bgt sm bajunya nya, recommended asli. ukuran XL masih?",inquiry,positive
"pengen nanya min krn barang snih keren bgt semua, yg warna merah ready stock?",inquiry,positive
"pengen nanya min krn barang snih cakep bener semua, yg warna merah bisa?",inquiry,positive
"siang kepo bgt sm sepatunya nya, mantul asli. ukuran XL masih?",inquiry,positive
"kak kepo bgt sm barangnya nya, cakep bener asli. ukuran XL bisa?",inquiry,positive
"naksir bgt liat pesanannya keren bgt, masih masih?",inquiry,positive
min model yg puas bgt kemaren itu masih?,inquiry,positive
"pengen nanya min krn barang sini mantul semua, yg warna merah masih?",inquiry,positive
"siang kepo bgt sm barangnya nya, mantep asli. ukuran XL bisa?",inquiry,positive
"ass kepo bgt sm bajunya nya, mantap asli. ukuran XL ready stock?",inquiry,positive
"kakak kepo bgt sm pesanannya nya, mantul asli. ukuran XL bisa?",inquiry,positive
p sepatunya yg top markotop ini bisa?,inquiry,positive
"pagi kepo bgt sm barangnya nya, kece parah asli. ukuran XL masih?",inquiry,positive
"pengen nanya min krn barang snih bintang 5 semua, yg warna merah bisa kirim hari nih?",inquiry,positive
min model yg puas bgt kemaren itu ready stock?,inquiry,positive
"pengen nanya min krn barang sini kece parah semua, yg warna merah ready stock?",inquiry,positive
"pengen nanya min krn barang snih bags bgt semua, yg warna merah masih?",inquiry,positive
"min kepo bgt sm bajunya nya, bintang 5 asli. ukuran XL bisa kirim hari ini?",inquiry,positive
"pengen nanya min krn barang snih bags bgt semua, yg warna merah bisa kirim hari nih?",inquiry,positive
"pengen nanya min krn barang sini cakep bener semua, yg warna merah ready?",inquiry,positive
"naksir bgt liat barangnya cakep bener, masih bisa?",inquiry,positive
"pengen nanya min krn barang sini bintang 5 semua, yg warna merah bisa?",inquiry,positive
"min kepo bgt sm pesanannya nya, keren bgt asli. ukuran XL bisa?",inquiry,positive
min model yg gak nyesel kemaren itu bisa?,inquiry,positive
min model yg mantap kemaren itu bisa?,inquiry,positive
"min kepo bgt sm barangnya nya, recommended asli. ukuran XL ready stock?",inquiry,positive
kak paketnya yg puas bgt ini ada?,inquiry,positive
min model yg the best kemaren itu ready?,inquiry,positive
"pagi kepo bgt sm pesanannya nya, kece parah asli. ukuran XL ready?",inquiry,positive
"pengen nanya min krn barang sini cakep bener semua, yg warna merah bisa kirim hari ini?",inquiry,positive
"naksir bgt liat sepatunya mantul, masih ready?",inquiry,positive
"pengen nanya min krn barang sini gak nyesel semua, yg warna merah ada?",inquiry,positive
"halo min kepo bgt sm sepatunya nya, recommended asli. ukuran XL ready stock?",inquiry,positive
"ngab kepo bgt sm bajunya nya, bagus banget asli. ukuran XL ada?",inquiry,positive
"pengen nanya min krn barang snih puas bgt semua, yg warna merah bisa kirim hari nih?",inquiry,positive
"pagi kepo bgt sm pesanannya nya, puas bgt asli. ukuran XL masih?",inquiry,positive
bro barangnya yg cakep bener nih ada?,inquiry,positive
"pengen nanya min krn barang sini top markotop semua, yg warna merah bisa?",inquiry,positive
halo produknya yg top markotop ini bisa?,inquiry,positive
"pengen nanya min krn barang sini the best semua, yg warna merah masih?",inquiry,positive
"pengen nanya min krn barang snih recommended semua, yg warna merah masih?",inquiry,positive
"pagi kepo bgt sm paketnya nya, cakep bener asli. ukuran XL ready?",inquiry,positive
"pengen nanya min krn barang snih puas bgt semua, yg warna merah ada?",inquiry,positive
"ass kepo bgt sm pesanannya nya, puas bgt asli. ukuran XL bisa kirim hari ini?",inquiry,positive
min model yg bintang 5 kemaren itu bisa kirim hari nih?,inquiry,positive
min model yg top markotop kemaren itu ready stock?,inquiry,positive
min model yg recommended kemaren itu ready stock?,inquiry,positive
min model yg bintang 5 kemaren itu ready stock?,inquiry,positive
min model yg recommended kemaren itu masih?,inquiry,positive
pagi pesanannya yg mantul ini bisa kirim hari ini?,inquiry,positive
bro bajunya yg luar biasa ini ready stock?,inquiry,positive
"pengen nanya min krn barang sini luar biasa semua, yg warna merah masih?",inquiry,positive
"naksir bgt liat pesanannya bintang 5, masih ready stock?",inquiry,positive
min model yg bintang 5 kemaren itu bisa kirim hari ini?,inquiry,positive
"sis kepo bgt sm bajunya nya, kece parah asli. ukuran XL ready stock?",inquiry,positive
halo min barangnya yg keren bgt ini bisa kirim hari ini?,inquiry,positive
min bajunya yg puas bgt ini ready?,inquiry,positive
min model yg top markotop kemaren itu masih?,inquiry,positive
min model yg recommended kemaren itu masih?,inquiry,positive
"naksir bgt liat paketnya kece parah, masih ready?",inquiry,positive
"naksir bgt liat paketnya recommended, masih ready?",inquiry,positive
"naksir bgt liat pesanannya kece parah, masih ready stock?",inquiry,positive
"pengen nanya min krn barang sini keren bgt semua, yg warna merah bisa?",inquiry,positive
bro barangnya yg recommended ini bisa kirim hari ini?,inquiry,positive
pagi pesanannya yg keren bgt ini bisa kirim hari ini?,inquiry,positive
"naksir bgt liat barangnya top markotop, masih ada?",inquiry,positive
"pengen nanya min krn barang sini recommended semua, yg warna merah ready?",inquiry,positive
"naksir bgt liat sepatunya puas bgt, masih ready stock?",inquiry,positive
"naksir bgt liat sepatunya recommended, masih ada?",inquiry,positive
"naksir bgt liat bajunya the best, masih ready stock?",inquiry,positive
pagi pesanannya yg kece parah ini bisa?,inquiry,positive
"pengen nanya min krn barang sini the best semua, yg warna merah bisa?",inquiry,positive
"pengen nanya min krn barang sini keren bgt semua, yg warna merah bisa?",inquiry,positive
min model yg top markotop kemaren itu masih?,inquiry,positive
"halo min kepo bgt sm produknya nya, luar biasa asli. ukuran XL ready?",inquiry,positive
"halo min kepo bgt sm barangnya nya, recommended asli. ukuran XL bisa?",inquiry,positive
"pengen nanya min krn barang snih keren bgt semua, yg warna merah ready stock?",inquiry,positive
min model yg mantap kemaren itu bisa?,inquiry,positive
"pengen nanya min krn barang sini mantul semua, yg warna merah ada?",inquiry,positive
"pengen nanya min krn barang sini gak nyesel semua, yg warna merah ready?",inquiry,positive
"naksir bgt liat bajunya mantap, masih ada?",inquiry,positive
min model yg cakep bener kemaren itu masih?,inquiry,positive
min model yg keren bgt kemaren itu bisa kirim hari ini?,inquiry,positive
"halo kepo bgt sm produknya nya, puas bgt asli. ukuran XL ready stock?",inquiry,positive
min model yg bintang 5 kemaren itu bisa?,inquiry,positive
"pengen nanya min krn barang snih puas bgt semua, yg warna merah bisa?",inquiry,positive
min model yg gak nyesel kemaren itu ready stock?,inquiry,positive
min model yg bags bgt kemaren itu ada?,inquiry,positive
"bro kepo bgt sm produknya nya, luar biasa asli. ukuran XL ada?",inquiry,positive
"pengen nanya min krn barang sini kece parah semua, yg warna merah masih?",inquiry,positive
halo min bajunya yg gak nyesel nih bisa kirim hari nih?,inquiry,positive
min model yg mantap kemaren itu ready stock?,inquiry,positive
"naksir bgt liat produknya gak nyesel, masih bisa?",inquiry,positive
"naksir bgt liat pesanannya mantap, masih masih?",inquiry,positive
"pengen nanya min krn barang sini luar biasa semua, yg warna merah masih?",inquiry,positive
"pengen nanya min krn barang sini luar biasa semua, yg warna merah masih?",inquiry,positive
"pengen nanya min krn barang snih gak nyesel semua, yg warna merah bisa kirim hari nih?",inquiry,positive
bro bajunya yg keren bgt ini masih?,inquiry,positive
min model yg kece parah kemaren itu bisa kirim hari ini?,inquiry,positive
min model yg puas bgt kemaren itu ada?,inquiry,positive
min model yg bags bgt kemaren itu ready?,inquiry,positive
"pengen nanya min krn barang snih keren bgt semua, yg warna merah bisa?",inquiry,positive
"pengen nanya min krn barang sini mantul semua, yg warna merah masih?",inquiry,positive
