"text","intent","sentiment"
"makanan nyampe udh dingin bgt min, packaging bocor lagi 😠","complaint","negative"
"min akun sy kena hack, minta bantuan segera! ini urgent banget 😠","complaint","negative"
"min salah kirim nih! sy pesan M dapet L, minta tuker dong","complaint","negative"
"min mau laundry kiloan, dijemput bisa? lokasi sy Surabaya ❤️","order","positive"
"min udh 6 kali WA ga dibales, pelayanannya gk profesional banget","complaint","negative"
"jadwalin servis HP iphone 17 besok pagi ya min","order","positive"
"fitur backup otomatis ada ga min di paket basicnya?","inquiry","neutral"
"beli domain + hosting 15 tahun min, ada diskon ga?","order","neutral"
"kualitas bajunya jelek bgt min, jahitannya udh lepas baru dipake sekali 😤","complaint","negative"
"data website sy hilang semua min, backup-nya kemana?! 😭 🤦","complaint","negative"
"min paket hosting yng paling murah brp per bulan?","inquiry","neutral"
"pesan jasa foto produk 8 item min, bisa weekend?","order","positive"
"min baju laundry sy ada yg hilang! ini tanggung jawab siapa? 😑","complaint","negative"
"min menu hari ini apa aja? ada yang pedas ga?","inquiry","neutral"
"pesan jasa foto produk 18 item min, bisa weekend? 😄","order","positive"
"min AC udh diservis tapi tetep ga dingin, bayar 200rb sia2 dong","complaint","negative"
"kecepatan internet-nya lemot parah min, jauh dr yg dijanjiin","complaint","negative"
"order brownies panggang 2 loyang, bisa dianter jam 19.00? 🛍️","order","positive"
"makanan nyampe udh dingin banget min, packaging bocor lagi 😠 😭","complaint","negative"
"barang udh seminggu blm dikirim min, status msh processing terus 🤬 😤","complaint","negative"
"halo min 👋","other","neutral"
"order kue ulang tahun coklat ukuran 20cm tgl 10 Juni bisa? 🛍️","order","positive"
"noted min, thanks 👍 💯","other","positive"
"hehe iya min makasih banyak 😊 🎉","other","positive"
"order brownies panggang 2 loyng, bisa dianter jam 19.00? 🎉","order","positive"
"pesan 45 porsi dapet 26 porsi aja min, kurang 3 porsi nih 💢","complaint","negative"
"ongkir ke Medan brp min? berat kira2 500gr","inquiry","neutral"
"min order nasi box 6 porsi utk besok jam 13.00 ya, lokasi Surabaya 😁","order","positive"
"pesan jasa foto produk 17 item min, bisa weekend? 😁","order","positive"
"harga cardigan warna abu2 brp min?","inquiry","neutral"
"beli domain + hosting 40 tahun min, ada diskon ga?","order","neutral"
"pesan hampers lebaran 16 paket min, dikemas cantik ya 🎁 ❤️","order","positive"
"harga nasi box per porsi brp min? buat 12 orang 🤔","inquiry","neutral"
"min tukang catnya jorok, ninggalin bekas di lantai semua 😤","complaint","negative"
"mau order kaos polos navy ukuran XXL dong min, bisa COD? 😄","order","positive"
"min nomor ini bisa dihubungi?","other","neutral"
"min paket hosting yang paling murah berapa per bulan?","inquiry","neutral"
"ok noted, makasih min 🙏","other","positive"
"konfirm ya min udh bayar langganan netflix sharing 75rb","order","positive"
"kecepatan internet-nya lemot parah min, jauh dr yg dijanjiin 💢","complaint","negative"
"order 2 pcs dress floral ukuran L min 🛍️ kirim ke Palembang","order","positive"
"min delivery-nya telat bgt! udh 38 jam blm nyampe padahal deket 😭","complaint","negative"
"ok min mantap deh 👌","other","positive"
"min paket hosting yang paling murah brp per bulan?","inquiry","neutral"
"min bisa bantu setting wordpress ga? biaya brp? 📦","inquiry","neutral"
"minta 11 porsi mie ayam + pangsit kuah min, dibungkus ya ❤️","order","positive"
"selamat pagi min 😊 😄","other","positive"
"domain .com msh ada ga min? cek Spotify.com dong","inquiry","neutral"
"order jasa kelola sosmed 1 bulan min, paket basicnya ya","order","positive"
"servis HP sy malah jd rusak tambah parah min, gmn ini 😡 🤬","complaint","negative"
"mau jadwal facial + creambath tgl 10 Juni jam 18.00 dong min 💆","order","positive"
"min CS-nya ga helpful banget, dilempar2 terus ga ada solusi","complaint","negative"
"cuma mau bilang terimakasih aja min, paketnya udh nyampe 😊 🎉","other","positive"
"mau pesen catering 30 pcs nasi kuning + lauk komplit min 🍱 👍","order","positive"
"min hoodie ukuran 36 msh ready ga? 🔍","inquiry","neutral"
"min CS-nya ga helpful bgt, dilempar2 terus ga ada solusi","complaint","negative"
"janji jemput jam 18.00 tpi sampe skrg blm dateng jg min!","complaint","negative"
"hai min, permisi numpang nanya 📦","other","neutral"
"domain .com masih ada ga min? cek Spotify.com dong","inquiry","neutral"
"kalo mau top up Spotify, minimal brp min?","inquiry","neutral"
"mau order kaos polos salem ukuran 34 dong min, bisa COD?","order","positive"
"kualitas bajunya jelek bgt min, jahitannya udh lepas baru dipake sekali 😤 🤦","complaint","negative"
"janji jemput jam 19.00 tp sampe skrg blm dateng jg min!","complaint","negative"
"pesan seragam 5 pcs ukuran mix min, minta invoice dulu bisa? 📋","order","neutral"
"booking wedding organizer paket silver min, tanggal 25 Juni","order","positive"
"order jasa kelola sosmed 1 bulan min, paket basicnya ya 🛍️","order","positive"
"pesan jasa foto produk 48 item min, bisa weekend?","order","positive"
"order kue ulang tahun coklat ukuran 20cm tgl sabtu depan bisa?","order","positive"
"min mau laundry kiloan, dijemput bisa? lokasi sy Makassar 🙏","order","positive"
"booking wedding organizer paket silver min, tanggal akhir bulan 💯","order","positive"
"min makanannya ga enak banget, basi kayanya 🤢 minta ganti dong","complaint","negative"
"min SSL certificate gratis dapet ya kalo beli hosting?","inquiry","neutral"
"min pesan M baju batik yg di foto no 8 ya, total brp?","order","positive"
"mau order kaos polos biru dongker ukuran 3XL dong min, bisa COD?","order","positive"
"maaf ganggu min, ini WA yang bener kan?","other","neutral"
"booking wedding organizer paket silver min, tanggal 15 Juni ❤️","order","positive"
"min msh online? 👋","other","neutral"
"order 2 pcs dress floral ukuran 38 min 🛍️ kirim ke Bekasi 😄","order","positive"
"pesan jasa foto produk 10 item min, bisa weekend?","order","positive"
"pesan jasa foto produk 14 item min, bisa weekend? 👍","order","positive"
"min salah kirim nih! sy pesan S dapet XL, minta tuker dong","complaint","negative"
"assalamualaikum min 💰","other","neutral"
"min order nasi box 3 porsi utk besok jam 13.00 ya, lokasi Lampung 😄","order","positive"
"min bisa bantu setting wordpress ga? biaya brp?","inquiry","neutral"
"makanan nyampe udh dingin banget min, packaging bocor lagi 😠","complaint","negative"
"bahan bakunya halal semua min?","inquiry","neutral"
"email hosting sy ga bisa kirim min, udh 14 hari masalahnya 💢","complaint","negative"
"desain logonya ga sesuai brief min, minta revisi tpi dicharge lagi","complaint","negative"
"pesan jasa SEO website min, bisa liat dulu portofolionya? 🤔","order","neutral"
"rasa makanannya beda jauh sm biasanya min, udh gk enak 😤 🤬","complaint","negative"
"booking wedding organizer paket silver min, tanggal 25 Juni 😁","order","positive"
"min mau subscribe paket iCloud bulanan, cara bayarnya gmn?","order","positive"
"stok kaos olive ukuran XL tinggal brp min? 💰","inquiry","neutral"
"pesan hampers lebaran 1 paket min, dikemas cantik ya 🎁","order","positive"
"wah cepet bgt responnya min, thx 😄","other","positive"
"fitur backup otomatis ada ga min di paket basicnya? 💬","inquiry","neutral"
"makasih ya min udh dibantu 🙏","other","positive"
"hai min, permisi numpang nanya","other","neutral"
"mau top up Google One 100rb min, transfer ke rek mana?","order","positive"
"min paket sosmed management itu include brp post per bulan?","inquiry","neutral"
"min knp orderan sy dibatalin sepihak? ga ada konfirmasi sm sekali 😭","complaint","negative"
"mau booking baju wisuda ukuran S utk tgl 10 Juli 👍","order","positive"
"booking meja 4 org utk tgl 10 Juni jam 18.00 dong min","order","positive"
"ada diskon ga min buat pembelian di atas 250rb?","inquiry","neutral"
"min paket sosmed management itu include berapa post per bulan? 💬","inquiry","neutral"
"pesen 2 ayam geprek + es teh manis min, alamat sy Yogyakarta ongkir brp? 👍","order","positive"
"stok kaos cream ukuran 38 tinggal brp min?","inquiry","neutral"
"min kalo cuci sofa bisa pickup hari ini?","inquiry","neutral"
"min mau laundry kiloan, dijemput bisa? lokasi sy Palembang 😁","order","positive"
"mau order kaos polos merah ukuran 36 dong min, bisa COD?","order","positive"
"min refund sy kemana? udh 12 hari gk masuk2","complaint","negative"
"min pesan 34 baju batik yg di foto no 21 ya, total brp?","order","positive"
"min paket sosmed management itu include berapa post per bulan?","inquiry","neutral"
"min paket baju sy kok blm nyampe ya? udh 35 hari lho 😡","complaint","negative"
"min udh 27 kali WA ga dibales, pelayanannya gk profesional banget","complaint","negative"
"jasa WO-nya gk sesuai kontrak min, dekorasi beda sm yg disepakati 😑","complaint","negative"
"mau jadwal facial + creambath tgl 15 Juni jam 13.00 dong min 💆","order","positive"
"min order nasi box 37 porsi utk besok jam 12.00 ya, lokasi Surabaya","order","positive"
"makasih ya min udh dibantu 🙏 🎉","other","positive"
"min daerah delivery-nya sampe mana aja? 👋","inquiry","neutral"
"min menu hari ini apa aja? ada yang pedas ga? 📱","inquiry","neutral"
"min mau laundry kiloan, dijemput bisa? lokasi sy Jakarta 👍","order","positive"
"min AC udh diservis tapi tetep ga dingin, bayar 75rb sia2 dong 😠","complaint","negative"
"minta dibuatin M daster 3 pcs motif bunga min, udh dp ya","order","positive"
"booking servis AC minggu ini min, unitnya 14 PK 👍","order","positive"
"buka jam brp min? delivery sampe jam brp? 📋","inquiry","neutral"
"booking meja 4 org utk tgl minggu depan jam 20.00 dong min 🙏","order","positive"
"min laundry kiloan harga per kg brp?","inquiry","neutral"
"min msh online? 📱","other","neutral"
"jasa WO-nya gk sesuai kontrak min, dekorasi beda sm yg disepakati 😠","complaint","negative"
"min AC udh diservis tp tetep ga dingin, bayar 100rb sia2 dong 😑","complaint","negative"
"min salah kirim nih! sy pesan XL dapet XXL, minta tuker dong 😤","complaint","negative"
"min plastik packagingnya rusak, baju di dalem jd kotor kena air hujan","complaint","negative"
"mau order jasa cuci sofa 2 dudukan min, harga udh include pickup?","order","positive"
"desain logonya ga sesuai brief min, minta revisi tp dicharge lagi 💢","complaint","negative"
"min pesenan sy ga lengkap, minumannya ga ada. minta dikirim lagi","complaint","negative"
"pesan jasa SEO website min, bisa liat dulu portofolionya? 📦","order","neutral"
"mau booking baju wisuda ukuran 36 utk tgl 10 Juli","order","positive"
"halo kak, masih buka? 👋","other","neutral"
"min menu hari ini apa aja? ada yg pedas ga?","inquiry","neutral"
"min msh online? 🔍","other","neutral"
"konfirm ya min udh bayar langganan netflix sharing 750rb","order","positive"
"mau booking baju wisuda ukuran L utk tgl 20 Juni","order","positive"
"sy mau beli celana jeans ukuran XXL stok msh ada? lgsg transfer bisa","order","positive"
"min salah kirim nih! sy pesan 34 dapet XL, minta tuker dong","complaint","negative"
"jasa desain undangan min, harga per desain brp?","inquiry","neutral"
"konfirmasi pesanan ya min, udh transfer 150rb buat kaos polos 😊","order","positive"
"pesen 2 ayam geprek + es teh manis min, alamat sy Yogyakarta ongkir brp?","order","positive"
"mantap min tokonya, bakal order lagi nih 💯","other","positive"
"bandwidth unlimited beneran ga min? ada fair use policy? 🤔","inquiry","neutral"
"mau jadwal facial + creambath tgl 15 Juni jam 10.00 dong min 💆 😄","order","positive"
"warna bajunya beda jauh sm foto min, ini gk sesuai deskripsi 😑","complaint","negative"
"janji jemput jam 11.00 tp sampe skrg blm dateng jg min! 😞","complaint","negative"
"servis HP sy malah jd rusak tambah parah min, gimana ini 😡","complaint","negative"
"email hosting sy ga bisa kirim min, udh 13 hari masalahnya","complaint","negative"
"kualitas bajunya jelek banget min, jahitannya udh lepas baru dipake sekali 😤","complaint","negative"
"min pesan 3XL baju batik yg di foto no 48 ya, total brp?","order","positive"
"kalo pesan kue ultah, min ukuran 24 cm harganya brp?","inquiry","neutral"
"ongkir ke Bandung brp min? berat kira2 500gr 💰","inquiry","neutral"
"min kalo mau pesen 50 pcs nasi box bisa minta sample dulu?","inquiry","neutral"
"siap min, ditunggu ya","other","positive"
"desain logonya ga sesuai brief min, minta revisi tp dicharge lagi","complaint","negative"
"rasa makanannya beda jauh sm biasanya min, udh gk enak 😤","complaint","negative"
"ukuran gk sesuai label min, 3XL tp muat utk anak kecil doang 🤦","complaint","negative"
"mau order kaos polos hijau tosca ukuran L dong min, bisa COD?","order","positive"
"warna bajunya beda jauh sm foto min, ini gk sesuai deskripsi","complaint","negative"
"email hosting sy ga bisa kirim min, udh 32 hari masalahnya 🤦","complaint","negative"
"mau pesen catering 30 pcs nasi kuning + lauk komplit min 🍱","order","positive"
"min paket baju sy kok blm nyampe ya? udh 7 hari lho 😡 🤬","complaint","negative"
"jadwalin servis HP iphone 43 besok pagi ya min","order","positive"
"min paket baju sy kok blm nyampe ya? udh 1 hari lho 😡","complaint","negative"
"mau jadwal facial + creambath tgl minggu depan jam 10.00 dong min 💆 😊","order","positive"
"booking servis AC minggu ini min, unitnya 9 PK","order","positive"
"min order nasi box 40 porsi utk besok jam 18.00 ya, lokasi Depok","order","positive"
"min hasil foto produknya buram semua, gk bisa dipake buat upload 💢","complaint","negative"
"min salah kirim nih! sy pesan 3XL dapet L, minta tuker dong","complaint","negative"
"minta 28 porsi mie ayam + pangsit kuah min, dibungkus ya","order","positive"
"bahan bakunya halal semua min? 💰","inquiry","neutral"
"jasa print banner min, bahan flexy harganya brp per m?","inquiry","neutral"
"mau order kaos polos abu2 ukuran S dong min, bisa COD?","order","positive"
"minta 18 porsi mie ayam + pangsit kuah min, dibungkus ya 😁","order","positive"
"halo ada yg bisa bantu?","other","neutral"
"min knp orderan sy dibatalin sepihak? ga ada konfirmasi sm sekali 😤","complaint","negative"
"pesan hampers lebaran 32 paket min, dikemas cantik ya 🎁 😁","order","positive"
"hasil cuci sofanya msh ada noda min, ga bersih sama sekali","complaint","negative"
"beli domain + hosting 20 tahun min, ada diskon ga?","order","neutral"
"booking meja 4 org utk tgl minggu depan jam 11.00 dong min 😄","order","positive"
"mau booking baju wisuda ukuran 34 utk tgl 10 Juli","order","positive"
"min pesenan sy ga lengkap, minumannya ga ada. minta dikirim lagi 🤦","complaint","negative"
"kue ultah sy salah tulisan min! ini momen penting lho 😭","complaint","negative"
"booking servis AC minggu ini min, unitnya 28 PK ❤️","order","positive"
"order brownies panggang 2 loyng, bisa dianter jam 19.00? ✨","order","positive"
"bahan bajunya apa min? adem ga dipake harian?","inquiry","neutral"
"pesan jasa foto produk 6 item min, bisa weekend?","order","positive"
"kalo beli 36 pcs dapet harga grosir ga min?","inquiry","neutral"
"pesan jasa foto produk 3 item min, bisa weekend? 🎉","order","positive"
"min order nasi box 30 porsi utk besok jam 14.00 ya, lokasi Lampung","order","positive"
"sy mau beli celana jeans ukuran 34 stok msh ada? lgsg transfer bisa 🎉","order","positive"
"mau order kaos polos putih ukuran XL dong min, bisa COD?","order","positive"
"beli domain + hosting 7 tahun min, ada diskon ga? 👋","order","neutral"
"email hosting sy ga bisa kirim min, udh 47 hari masalahnya","complaint","negative"
"mantap min tokonya, bakal order lagi nih 😊","other","positive"
"stok kaos navy ukuran XL tinggal brp min?","inquiry","neutral"
"min menu hr ini apa aja? ada yng pedas ga? 📦","inquiry","neutral"
"min langganan sy udh dibayar tp akses-nya blm aktif juga 😡","complaint","negative"
"domain .com masih ada ga min? cek YouTube Premium.com dong","inquiry","neutral"
"min hosting sy down terus dari tadi pagi, website ga bisa diakses 😡","complaint","negative"
"min pesenan sy ga lengkap, minumannya ga ada. minta dikirim lagi 🤢","complaint","negative"
"pesen 2 ayam geprek + es teh manis min, alamat sy Lampung ongkir brp? 🙏","order","positive"
"noted min, thanks 👍 🙏","other","positive"
"min cardigan ukuran S msh ready ga?","inquiry","neutral"
"min jaket bomber ukuran 34 msh ready ga? 📱","inquiry","neutral"
"email hosting sy ga bisa kirim min, udh 24 hari masalahnya","complaint","negative"
"min order nasi box 27 porsi utk besok jam 12.00 ya, lokasi Lampung 😄","order","positive"
"min hosting sy down terus dari tadi pagi, website ga bisa diakses 😡 🤦","complaint","negative"
"order 2 pcs dress floral ukuran M min 🛍️ kirim ke Lampung ❤️","order","positive"
"min paket baju sy kok blm nyampe ya? udh 40 hari lho 😡 💢","complaint","negative"
"warna bajunya beda jauh sama foto min, ini gk sesuai deskripsi 😭","complaint","negative"
"mau jadwal facial + creambath tgl 25 Juni jam 11.00 dong min 💆","order","positive"
"min pesan M baju batik yg di foto no 12 ya, total brp? 🎉","order","positive"
"barang udh seminggu blm dikirim min, status masih processing terus 🤬 🤦","complaint","negative"
"noted min, thanks 👍","other","positive"
"min order nasi box 47 porsi utk besok jam 18.00 ya, lokasi Lampung 👍","order","positive"
"booking wedding organizer paket silver min, tanggal akhir bulan 🎉","order","positive"
"booking wedding organizer paket silver min, tanggal sabtu depan ❤️","order","positive"
"min paket hosting yg paling murah brp per bulan?","inquiry","neutral"
"pesan 40 porsi dapet 23 porsi aja min, kurang 2 porsi nih","complaint","negative"
"minta 3 porsi mie ayam + pangsit kuah min, dibungkus ya","order","positive"
"min delivery-nya telat bgt! udh 31 jam blm nyampe padahal deket","complaint","negative"
"minta dibuatin XXL daster 3 pcs motif bunga min, udh dp ya","order","positive"
"pesan hampers lebaran 38 paket min, dikemas cantik ya 🎁 😊","order","positive"
"min pesan 3XL baju batik yg di foto no 4 ya, total brp? 🎉","order","positive"
"min bisa bantu setting wordpress ga? biaya brp? 📱","inquiry","neutral"
"min laundry kiloan harga per kg brp? 🔍","inquiry","neutral"
"order jasa kelola sosmed 1 bulan min, paket basicnya ya ✨","order","positive"
"min salon buka hari senin? bisa walk in ga?","inquiry","neutral"
"min mau subscribe paket Spotify bulanan, cara bayarnya gmn?","order","positive"
"kue ultah sy salah tulisan min! ini momen penting lho 😭 🤦","complaint","negative"
"hasil cuci sofanya masih ada noda min, ga bersih sm sekali 😞","complaint","negative"
"pesan hampers lebaran 28 paket min, dikemas cantik ya 🎁","order","positive"
"min msh online? 🏪","other","neutral"
"min mau subscribe paket Disney+ bulanan, cara bayarnya gmn? ❤️","order","positive"
"domain .com msh ada ga min? cek YouTube Premium.com dong","inquiry","neutral"
"hehe iya min makasih banyak 😊 🛍️","other","positive"
"desain logonya ga sesuai brief min, minta revisi tp dicharge lagi 😡","complaint","negative"
"jadwalin servis HP iphone 6 besok pagi ya min 👍","order","positive"
"janji jemput jam 16.00 tp sampe skrg blm dateng jg min! 😤","complaint","negative"
"min order nasi box 30 porsi utk besok jam 19.00 ya, lokasi Semarang","order","positive"
"order brownies panggang 2 loyng, bisa dianter jam 11.00?","order","positive"
"buka jam brp min? delivery sampe jam brp? 📦","inquiry","neutral"
"min refund sy kemana? udh 40 hari gk masuk2","complaint","negative"
"min kalo alergi kacang, makanannya aman ga? 👋","inquiry","neutral"
"booking meja 4 org utk tgl 15 Juni jam 10.00 dong min 😊","order","positive"
"jadwalin servis HP iphone 24 besok pagi ya min ❤️","order","positive"
"mau order kaos polos biru dongker ukuran 38 dong min, bisa COD? ✨","order","positive"
"harga nasi box per porsi brp min? buat 33 orang","inquiry","neutral"
"min cardigan ukuran 40 msh ready ga?","inquiry","neutral"
"pesan 48 porsi dapet 47 porsi aja min, kurang 2 porsi nih","complaint","negative"
"makasih ya min udh dibantu 🙏 👍","other","positive"
"ok min mantap deh 👌 ❤️","other","positive"
"mau booking baju wisuda ukuran 34 utk tgl 1 Juli ❤️","order","positive"
"min barang yg sy terima beda sm yg difoto! ini gimana sih","complaint","negative"
"jadwalin servis HP iphone 32 besok pagi ya min","order","positive"
"order brownies panggang 2 loyang, bisa dianter jam 11.00?","order","positive"
"min celana jogger ukuran XL msh ready ga?","inquiry","neutral"
"konfirmasi pesanan ya min, udh transfer 150rb buat jaket bomber","order","positive"
"halo ada yg bisa bantu? 💰","other","neutral"
"min order nasi box 23 porsi utk besok jam 15.00 ya, lokasi Palembang 😊","order","positive"
"janji jemput jam 09.00 tpi sampe skrg blm dateng jg min! 🤢","complaint","negative"
"siap min, ditunggu ya 🙏","other","positive"
"pesan jasa foto produk 17 item min, bisa weekend?","order","positive"
"min udh 1 kali WA ga dibales, pelayanannya gk profesional banget 🤬","complaint","negative"
"kalo beli 15 pcs dapet harga grosir ga min?","inquiry","neutral"
"bahan bajunya apa min? adem ga dipake harian? 🔍","inquiry","neutral"
"kalo beli 31 pcs dapet harga grosir ga min?","inquiry","neutral"
"hasil cuci sofanya masih ada noda min, ga bersih sm sekali","complaint","negative"
"min lagi sibuk ya?","other","neutral"
"halo min 👋 📦","other","neutral"
"pesan seragam 5 pcs ukuran mix min, minta invoice dulu bisa?","order","neutral"
"min menu hari ini apa aja? ada yg pedas ga? 📱","inquiry","neutral"
"jadwalin servis HP iphone 18 besok pagi ya min ✨","order","positive"
"stok kaos merah ukuran XL tinggal brp min?","inquiry","neutral"
"p min","other","neutral"
"mau order kaos polos salem ukuran 3XL dong min, bisa COD? 👍","order","positive"
"kalo pesan kue ultah, min ukuran 35 cm harganya brp? 👋","inquiry","neutral"
"min paket baju sy kok blm nyampe ya? udh 3 hari lho 😡","complaint","negative"
"kalo pesan kue ultah, min ukuran 27 cm harganya brp?","inquiry","neutral"
"pesen 2 ayam geprek + es teh manis min, alamat sy Medan ongkir brp? ❤️","order","positive"
"min knp orderan sy dibatalin sepihak? ga ada konfirmasi sm sekali","complaint","negative"
"harga nasi box per porsi brp min? buat 26 orang","inquiry","neutral"
"min refund sy kemana? udh 42 hari gk masuk2 🤢","complaint","negative"
"order brownies panggang 2 loyang, bisa dianter jam 13.00?","order","positive"
"jadwalin servis HP iphone 11 besok pagi ya min","order","positive"
"pesen 2 ayam geprek + es teh manis min, alamat sy Palembang ongkir brp? 🎉","order","positive"
"kue ultah sy salah tulisan min! ini momen penting lho 😭 🤢","complaint","negative"
"order kue ulang tahun coklat ukuran 20cm tgl minggu depan bisa? 💯","order","positive"
"min AC udh diservis tpi tetep ga dingin, bayar 1jt sia2 dong 😞","complaint","negative"
"domain .com masih ada ga min? cek Netflix.com dong","inquiry","neutral"
"janji jemput jam 16.00 tpi sampe skrg blm dateng juga min!","complaint","negative"
"jasa desain undangan min, harga per desain brp? 🏪","inquiry","neutral"
"min baju laundry sy ada yg hilang! ini tanggung jawab siapa? 💢","complaint","negative"
"siap min, ditunggu ya ✨","other","positive"
"pesen 2 ayam geprek + es teh manis min, alamat sy Bekasi ongkir brp? 🎉","order","positive"
"min ada menu vegetarian ga? 📱","inquiry","neutral"
"mau jadwal facial + creambath tgl sabtu depan jam 20.00 dong min 💆 😊","order","positive"
"jadwalin servis HP iphone 14 besok pagi ya min","order","positive"
"minta dibuatin 34 daster 3 pcs motif bunga min, udh dp ya 🎉","order","positive"
"min mau laundry kiloan, dijemput bisa? lokasi sy Bandar Lampung 😄","order","positive"
"min paket baju sy kok blm nyampe ya? udh 30 hari lho 😡","complaint","negative"
"hasil cuci sofanya masih ada noda min, ga bersih sm sekali 💢","complaint","negative"
"pesan jasa desain logo min, minta harga dulu bisa? 🎨 🔍","order","neutral"
"ongkir ke Lampung brp min? berat kira2 500gr","inquiry","neutral"
"min pesan 40 baju batik yg di foto no 30 ya, total brp?","order","positive"
"mau booking baju wisuda ukuran M utk tgl akhir bulan ✨","order","positive"
"oke min, makasih infonya","other","positive"
"min paket baju sy kok blm nyampe ya? udh 40 hari lho 😡 🤢","complaint","negative"
"mau pesen catering 30 pcs nasi kuning + lauk komplit min 🍱 🛍️","order","positive"
"min tukang catnya jorok, ninggalin bekas di lantai semua 😤 🤬","complaint","negative"
"email hosting sy ga bisa kirim min, udh 43 hari masalahnya","complaint","negative"
"min baju laundry sy ada yg hilang! ini tanggung jawab siapa? 😞","complaint","negative"
"min daerah delivery-nya sampe mana aja?","inquiry","neutral"
"jasa print banner min, bahan flexy harganya brp per m? 📦","inquiry","neutral"
"min ada size 36 ga? di foto gk keliatan","inquiry","neutral"
"min pesenan sy ga lengkap, minumannya ga ada. minta dikirim lagi 😡","complaint","negative"
"konfirmasi pesanan ya min, udh transfer 300rb buat kemeja flanel 😄","order","positive"
"mau booking baju wisuda ukuran 38 utk tgl akhir bulan","order","positive"
"sip min, nanti sy konfirm lagi","other","neutral"
"pesan 18 porsi dapet 21 porsi aja min, kurang 2 porsi nih 😭","complaint","negative"
"min kalo cuci sofa bisa pickup hari ini? 📋","inquiry","neutral"
"email hosting sy ga bisa kirim min, udh 28 hari masalahnya","complaint","negative"
"mau order jasa cuci sofa 2 dudukan min, harga udh include pickup? 😄","order","positive"
"data website sy hilang semua min, backup-nya kemana?! 😭 😠","complaint","negative"
"pesan jasa foto produk 22 item min, bisa weekend?","order","positive"
"minta 49 porsi mie ayam + pangsit kuah min, dibungkus ya 👍","order","positive"
"mau top up YouTube Premium 100rb min, transfer ke rek mana?","order","positive"
"mau order kaos polos salem ukuran 34 dong min, bisa COD? 👍","order","positive"
"kalo mau top up Google One, minimal brp min?","inquiry","neutral"
"booking wedding organizer paket silver min, tanggal 20 Juni","order","positive"
"mau order jasa cuci sofa 2 dudukan min, harga udh include pickup? 😊","order","positive"
"jadwalin servis HP iphone 7 besok pagi ya min 🙏","order","positive"
"konfirm ya min udh bayar langganan netflix sharing 150rb ❤️","order","positive"
"order kue ulang tahun coklat ukuran 20cm tgl 1 Juli bisa?","order","positive"
"min delivery-nya telat bgt! udh 6 jam blm nyampe padahal deket","complaint","negative"
"jasa WO-nya gk sesuai kontrak min, dekorasi beda sm yg disepakati","complaint","negative"
"hasil cuci sofanya msh ada noda min, ga bersih sm sekali 😞","complaint","negative"
"order kue ulang tahun coklat ukuran 20cm tgl 5 Juli bisa?","order","positive"
"ongkir ke Palembang brp min? berat kira2 500gr 💬","inquiry","neutral"
"min akun sy kena hack, minta bantuan segera! ini urgent banget","complaint","negative"
"ongkir ke Makassar brp min? berat kira2 500gr 🏪","inquiry","neutral"
"minta dibuatin XL daster 3 pcs motif bunga min, udh dp ya","order","positive"
"min menu hr ini apa aja? ada yg pedas ga? 👋","inquiry","neutral"
"minta 21 porsi mie ayam + pangsit kuah min, dibungkus ya 💯","order","positive"
"makasih ya min udh dibantu 🙏 ❤️","other","positive"
"mau order kaos polos abu2 ukuran 34 dong min, bisa COD?","order","positive"
"order 2 pcs dress floral ukuran 3XL min 🛍️ kirim ke Surabaya ✨","order","positive"
"janji jemput jam 14.00 tp sampe skrg blm dateng jg min!","complaint","negative"
"min daerah delivery-nya sampe mana aja? 📱","inquiry","neutral"
"barang udh seminggu blm dikirim min, status masih processing terus 🤬","complaint","negative"
"min CS-nya ga helpful banget, dilempar2 terus ga ada solusi 🤢","complaint","negative"
"booking meja 4 org utk tgl 15 Juni jam 18.00 dong min 👍","order","positive"
"min order nasi box 23 porsi utk besok jam 09.00 ya, lokasi Makassar","order","positive"
"jadwalin servis HP iphone 26 besok pagi ya min 😄","order","positive"
"mau top up Google One 50rb min, transfer ke rek mana? 🛍️","order","positive"
"halo ada yg bisa bantu? 📋","other","neutral"
"harga nasi box per porsi brp min? buat 28 orang","inquiry","neutral"
"mau booking baju wisuda ukuran XL utk tgl 15 Juni 🙏","order","positive"
"barang udh seminggu blm dikirim min, status msh processing terus 🤬 😞","complaint","negative"
"min delivery-nya telat banget! udh 15 jam blm nyampe padahal deket","complaint","negative"
"sip min, nanti sy konfirm lagi 🏪","other","neutral"
"kalo pesan kue ultah, min ukuran 43 cm harganya brp?","inquiry","neutral"
"jasa print banner min, bahan flexy harganya brp per m? 🔍","inquiry","neutral"
"booking wedding organizer paket silver min, tanggal 10 Juni 👍","order","positive"
"mau top up YouTube Premium 500rb min, transfer ke rek mana?","order","positive"
"jasa WO-nya gk sesuai kontrak min, dekorasi beda sama yg disepakati 🤦","complaint","negative"
"konfirmasi pesanan ya min, udh transfer 200rb buat baju koko 😊","order","positive"
"min kemeja flanel ukuran 36 msh ready ga?","inquiry","neutral"
"mau booking baju wisuda ukuran 3XL utk tgl 20 Juni","order","positive"
"konfirm ya min udh bayar langganan netflix sharing 500rb 😄","order","positive"
"pesen 2 ayam geprek + es teh manis min, alamat sy Medan ongkir brp?","order","positive"
"good job min pelayanannya 👏 😊","other","positive"
"min paket baju sy kok blm nyampe ya? udh 20 hari lho 😡","complaint","negative"
